LinkIndec,Region Macro,Region Micro,Provincia,Partido,Localidad,Conectividad,Accesos (Conec),Latitud,Longitud
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,WIRELESS,1,-34.680758,-58.3463289
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,ADSL,15,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,CABLEMODEM,8017,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,DIAL UP,2,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,FIBRA OPTICA,7732,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,SATELITAL,14,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Villa Dominico,WIRELESS,572,-34.6938734,-58.3324019
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,ADSL,10,-34.6984264,-58.314592
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,11478,-34.6984264,-58.314592
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,DIAL UP,60,-34.6984264,-58.314592
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,19106,-34.6984264,-58.314592
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,SATELITAL,10,-34.6984264,-58.314592
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Wilde,WIRELESS,114,-34.6984264,-58.314592
6042010,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Ayacucho,ADSL,1497,-37.1527482,-58.4884187
6042010,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,2,-37.1527482,-58.4884187
6042010,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Ayacucho,FIBRA OPTICA,1,-37.1527482,-58.4884187
6042010,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Ayacucho,SATELITAL,39,-37.1527482,-58.4884187
6042010,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,142,-37.1527482,-58.4884187
6042020,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,La Constancia,SATELITAL,7,-37.226133,-58.758556
6042020,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,10,-37.226133,-58.758556
6042030,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Solanet,SATELITAL,7,-36.836385,-58.5053987
6042030,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Solanet,WIRELESS,27,-36.836385,-58.5053987
6042040,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,15,-36.5623778,-58.5329689
6042040,PBA,INTERIOR PBA,BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,46,-36.5623778,-58.5329689
6049010,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Ariel,SATELITAL,1,-36.5324158,-59.9214061
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,ADSL,744,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,CABLEMODEM,15140,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,DIAL UP,46,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,FIBRA OPTICA,79,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,Otros,14,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,SATELITAL,89,-36.777492,-59.863442
6049020,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Azul,WIRELESS,1145,-36.777492,-59.863442
6049030,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Cachari,DIAL UP,2,-36.3791286,-59.5056179
6049030,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Cachari,SATELITAL,14,-36.3791286,-59.5056179
6049030,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Cachari,WIRELESS,521,-36.3791286,-59.5056179
6049040,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Chillar,FIBRA OPTICA,1,-37.3128702,-59.985229
6049040,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Chillar,SATELITAL,15,-37.3128702,-59.985229
6049040,PBA,INTERIOR PBA,BUENOS AIRES,Azul,Chillar,WIRELESS,565,-37.3128702,-59.985229
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,ADSL,2274,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,CABLEMODEM,101124,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,DIAL UP,365,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,FIBRA OPTICA,20651,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,Otros,61,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,SATELITAL,229,-38.7176522,-62.2654871
6056010,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Bahia Blanca,WIRELESS,3657,-38.7176522,-62.2654871
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,193,-34.6088795,-58.3736709
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,4,-34.6088795,-58.3736709
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,210,-34.6088795,-58.3736709
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,Otros,1,-34.6088795,-58.3736709
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,SATELITAL,1,-34.6088795,-58.3736709
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,66,-34.6088795,-58.3736709
6056030,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,204,-38.70611,-62.39806
6056030,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,1713,-38.70611,-62.39806
6056030,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,2,-38.70611,-62.39806
6056030,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),SATELITAL,26,-38.70611,-62.39806
6056030,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,14,-38.70611,-62.39806
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Grunbein,SATELITAL,56,-38.7521069,-62.1795359
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,1,-38.7799425,-62.2700408
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,47,-38.7799425,-62.2700408
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Villa Bordeau,SATELITAL,31,-38.6853062,-62.2805961
6056020,PBA,INTERIOR PBA,BUENOS AIRES,Bahía Blanca,Villa Espora,SATELITAL,4,-38.7393706,-62.1702327
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,ADSL,1082,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,11861,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,DIAL UP,32,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,45,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,Otros,9,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,SATELITAL,103,-37.8464435,-58.2555452
6063010,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Balcarce,WIRELESS,883,-37.8464435,-58.2555452
6063020,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Los Pinos,Otros,9,-37.9427358,-58.3242216
6063020,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Los Pinos,SATELITAL,6,-37.9427358,-58.3242216
6063020,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,30,-37.9427358,-58.3242216
6063030,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Napaleofu,FIBRA OPTICA,15,-37.6245201,-58.746788
6063030,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Napaleofu,SATELITAL,5,-37.6245201,-58.746788
6063030,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Napaleofu,WIRELESS,128,-37.6245201,-58.746788
6063040,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Ramos Otero,SATELITAL,6,-37.5400707,-58.3408278
6063040,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,8,-37.5400707,-58.3408278
6063050,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,San Agustin,Otros,3,-38.0140723,-58.3559248
6063050,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,San Agustin,SATELITAL,4,-38.0140723,-58.3559248
6063050,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,San Agustin,WIRELESS,72,-38.0140723,-58.3559248
6063060,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Villa Laguna La Brava,SATELITAL,10,-37.8611665,-57.9810333
6063060,PBA,INTERIOR PBA,BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,42,-37.8611665,-57.9810333
6070010,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Baradero,ADSL,644,-33.8120471,-59.5051759
6070010,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Baradero,CABLEMODEM,7499,-33.8120471,-59.5051759
6070010,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,209,-33.8120471,-59.5051759
6070010,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Baradero,SATELITAL,104,-33.8120471,-59.5051759
6070010,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Baradero,WIRELESS,1858,-33.8120471,-59.5051759
6070020,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Irineo Portela,SATELITAL,13,-34.4947015,-58.6790061
6070020,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,78,-34.4947015,-58.6790061
6070030,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Santa Coloma,SATELITAL,15,-34.0594325,-59.5581082
6070030,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,55,-34.0594325,-59.5581082
6070040,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,82,-34.66701,-58.40753
6070040,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),FIBRA OPTICA,1,-34.66701,-58.40753
6070040,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),Otros,10,-34.66701,-58.40753
6070040,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),SATELITAL,19,-34.66701,-58.40753
6070040,PBA,INTERIOR PBA,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,248,-34.66701,-58.40753
6084010,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Barker,DIAL UP,1,-37.6396234,-59.3909499
6084010,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,11,-37.6396234,-59.3909499
6084010,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Barker,SATELITAL,5,-37.6396234,-59.3909499
6084010,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Barker,WIRELESS,70,-37.6396234,-59.3909499
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),ADSL,292,-37.67188,-59.80653
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),DIAL UP,13,-37.67188,-59.80653
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),FIBRA OPTICA,563,-37.67188,-59.80653
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),Otros,4,-37.67188,-59.80653
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),SATELITAL,17,-37.67188,-59.80653
6084020,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Benito Juarez  (Est. Juarez),WIRELESS,147,-37.67188,-59.80653
6084030,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Lopez,SATELITAL,4,-34.5964822,-58.3760094
6084030,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Lopez,WIRELESS,12,-34.5964822,-58.3760094
6084040,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Tedin Uriburu,SATELITAL,5,-37.3649984,-59.7592656
6084050,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,20,-36.9797398,-60.284598
6084050,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,1,-36.9797398,-60.284598
6084050,PBA,INTERIOR PBA,BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,100,-36.9797398,-60.284598
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,ADSL,14,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,CABLEMODEM,15794,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,DIAL UP,38,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,FIBRA OPTICA,32480,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,SATELITAL,24,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui,WIRELESS,49,-34.7632677,-58.2116604
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui Oeste,ADSL,16,-34.7716561,-58.2283383
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui Oeste,CABLEMODEM,164,-34.7716561,-58.2283383
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui Oeste,FIBRA OPTICA,16391,-34.7716561,-58.2283383
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Berazategui Oeste,SATELITAL,8,-34.7716561,-58.2283383
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Carlos Tomas Sourigues,ADSL,1,-34.8059023,-58.2131653
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Carlos Tomas Sourigues,CABLEMODEM,1276,-34.8059023,-58.2131653
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Carlos Tomas Sourigues,FIBRA OPTICA,2256,-34.8059023,-58.2131653
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Carlos Tomas Sourigues,SATELITAL,7,-34.8059023,-58.2131653
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Centro Agricola El Pato,ADSL,1333,-34.882521,-58.1759354
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Centro Agricola El Pato,CABLEMODEM,2358,-34.882521,-58.1759354
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Centro Agricola El Pato,FIBRA OPTICA,673,-34.882521,-58.1759354
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Centro Agricola El Pato,SATELITAL,56,-34.882521,-58.1759354
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Centro Agricola El Pato,WIRELESS,16,-34.882521,-58.1759354
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Guillermo E. Hudson,ADSL,25,-38.0058207,-57.5794975
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Guillermo E. Hudson,CABLEMODEM,5599,-38.0058207,-57.5794975
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Guillermo E. Hudson,DIAL UP,2,-38.0058207,-57.5794975
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,10923,-38.0058207,-57.5794975
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Guillermo E. Hudson,SATELITAL,58,-38.0058207,-57.5794975
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,ADSL,36,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,CABLEMODEM,1826,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,DIAL UP,2,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,FIBRA OPTICA,7211,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,SATELITAL,51,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Juan Maria Gutierrez,WIRELESS,90,-34.8339639,-58.1856131
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Pereyra,CABLEMODEM,243,-34.8350819,-58.0948019
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Pereyra,DIAL UP,1,-34.8350819,-58.0948019
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Pereyra,FIBRA OPTICA,561,-34.8350819,-58.0948019
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Pereyra,SATELITAL,6,-34.8350819,-58.0948019
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Platanos,CABLEMODEM,1604,-34.7823275,-58.170802
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Platanos,FIBRA OPTICA,2430,-34.7823275,-58.170802
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Platanos,SATELITAL,19,-34.7823275,-58.170802
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Ranelagh,ADSL,8,-34.7893823,-58.2031834
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Ranelagh,CABLEMODEM,2725,-34.7893823,-58.2031834
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Ranelagh,DIAL UP,13,-34.7893823,-58.2031834
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Ranelagh,FIBRA OPTICA,8772,-34.7893823,-58.2031834
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Ranelagh,SATELITAL,39,-34.7893823,-58.2031834
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Villa Espana,ADSL,1,-34.7743802,-58.1950207
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Villa Espana,CABLEMODEM,942,-34.7743802,-58.1950207
6091010,PBA,GBA SUR,BUENOS AIRES,Berazategui,Villa Espana,FIBRA OPTICA,2433,-34.7743802,-58.1950207
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Barrio Banco Provincia,SATELITAL,2,-34.8747649,-57.8545567
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,132,-34.9265236,-57.8832541
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Barrio El Carmen (Este),SATELITAL,2,-34.9265236,-57.8832541
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Barrio El Carmen (Este),WIRELESS,250,-34.9265236,-57.8832541
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Barrio Universitario,SATELITAL,1,-34.9011326,-57.9251016
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,ADSL,1692,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,CABLEMODEM,14808,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,DIAL UP,18,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,FIBRA OPTICA,7867,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,SATELITAL,9,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Berisso,WIRELESS,630,-34.8688565,-57.8828667
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Los Talas,SATELITAL,5,-34.9054962,-57.797829
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Arguello,FIBRA OPTICA,132,-34.909062,-57.9202436
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Arguello,SATELITAL,1,-34.909062,-57.9202436
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Arguello,WIRELESS,250,-34.909062,-57.9202436
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Dolores,SATELITAL,2,-34.8799593,-57.8661544
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Nueva,FIBRA OPTICA,132,-38.7395785,-62.2387701
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Nueva,WIRELESS,250,-38.7395785,-62.2387701
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Portena,SATELITAL,1,-34.8803683,-57.8885525
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Progreso,FIBRA OPTICA,132,-33.8998633,-60.5596051
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa Progreso,WIRELESS,250,-33.8998633,-60.5596051
6098010,PBA,INTERIOR PBA,BUENOS AIRES,Berisso,Villa San Carlos,SATELITAL,6,-34.8764339,-57.8713479
6105010,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Hale,ADSL,10,-36.0007941,-60.856819
6105010,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Hale,SATELITAL,8,-36.0007941,-60.856819
6105020,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Juan F. Ibarra,FIBRA OPTICA,1,-36.3472467,-61.2540493
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Mariano Unzue,SATELITAL,2,-36.1375442,-61.0089759
6105040,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Paula,SATELITAL,1,-36.5026134,-61.0262574
6105050,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Pirovano,Otros,50,-36.5126379,-61.5559247
6105050,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Pirovano,SATELITAL,6,-36.5126379,-61.5559247
6105050,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Pirovano,WIRELESS,64,-36.5126379,-61.5559247
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),ADSL,511,-36.215749,-61.156324
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),CABLEMODEM,4914,-36.215749,-61.156324
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),DIAL UP,2,-36.215749,-61.156324
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),FIBRA OPTICA,12,-36.215749,-61.156324
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),SATELITAL,53,-36.215749,-61.156324
6105060,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,San Carlos de Bolivar  (Est. Bolivar),WIRELESS,255,-36.215749,-61.156324
6105070,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Urdampilleta,DIAL UP,4,-36.4316177,-61.4201683
6105070,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Urdampilleta,FIBRA OPTICA,2,-36.4316177,-61.4201683
6105070,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Urdampilleta,SATELITAL,8,-36.4316177,-61.4201683
6105070,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Urdampilleta,WIRELESS,77,-36.4316177,-61.4201683
6105080,PBA,INTERIOR PBA,BUENOS AIRES,Bolívar,Villa Lynch Pueyrredon,SATELITAL,1,-36.6011498,-61.3635986
6112005,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Asamblea,SATELITAL,1,-35.2283152,-60.4207332
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,ADSL,321,-35.1155766,-60.489771
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,CABLEMODEM,2554,-35.1155766,-60.489771
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,DIAL UP,9,-35.1155766,-60.489771
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,FIBRA OPTICA,268,-35.1155766,-60.489771
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,SATELITAL,29,-35.1155766,-60.489771
6112010,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Bragado,WIRELESS,211,-35.1155766,-60.489771
6112020,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Comodoro Py,FIBRA OPTICA,220,-35.3225069,-60.5217395
6112020,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Comodoro Py,WIRELESS,2,-35.3225069,-60.5217395
6112030,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,General O'Brien,ADSL,321,-34.905721,-60.7603035
6112030,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,General O'Brien,FIBRA OPTICA,84,-34.905721,-60.7603035
6112030,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,General O'Brien,SATELITAL,13,-34.905721,-60.7603035
6112030,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,General O'Brien,WIRELESS,34,-34.905721,-60.7603035
6112040,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Irala,SATELITAL,4,-34.7701893,-60.6910317
6112040,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,Irala,WIRELESS,19,-34.7701893,-60.6910317
6112050,PBA,INTERIOR PBA,BUENOS AIRES,Bragado,La Limpia,SATELITAL,4,-35.0767234,-60.5918105
